date,activity_id,type,route_name,distance,duration,average_pace,average_speed,calories_burned,climb,average_hr,friends_tagged,notes,gpx_file,date2
10/14/2020 7:23,56f9849a-2f82-49c5-ac37-9f5ab2731d8f,Running,,3.5,32:05:00,9:10,6.54,363,174,154,,,2020-10-14-072300.gpx,10/14/2020
10/15/2020 7:46,edadf4a5-9e20-4d4d-8984-a912e3e64ce7,Running,,0.56,6:00,10:41,5.62,43,6,114,,,2020-10-15-074641.gpx,10/15/2020
10/15/2020 7:55,58abf311-f9a8-4a35-b14f-1f9572ff79c9,Running,,3.5,27:41:00,7:55,7.58,295,200,155,,,2020-10-15-075548.gpx,10/15/2020
10/15/2020 8:27,79cadcaf-8b72-4b4c-9b20-cedf4b46ffb6,Running,,0.59,5:35,9:32,6.29,61,104,155,,,2020-10-15-082737.gpx,10/15/2020
10/19/2020 7:03,2dc59b75-f0c5-45e8-9c1e-23f4f991225f,Running,,3.13,28:01:00,8:58,6.7,239,246,133,,,2020-10-19-070339.gpx,10/19/2020
10/20/2020 7:11,a456ad14-a127-4b97-920c-23d16f864575,Running,,3.01,27:28:00,9:08,6.57,324,178,151,,,2020-10-20-071107.gpx,10/20/2020
10/21/2020 7:13,9945935d-8c4a-4271-b25e-64c27296f4ae,Running,,3.04,26:23:00,8:41,6.91,270,203,148,,,2020-10-21-071312.gpx,10/21/2020
10/22/2020 7:39,045df433-db56-44a6-a75f-7df8a8ceae1e,Running,,3.43,28:34:00,8:19,7.21,353,98,149,,Just was not feeling it today,2020-10-22-073947.gpx,10/22/2020
10/24/2020 7:36,b7a4ce3d-9556-47d1-a28c-ec317af53718,Yoga,,0,14:32,,,43.88543475,0,75,,ASICS studio morning flow yoga,,10/24/2020
10/24/2020 8:23,0eb68910-d211-413f-804c-0cbd97762239,Core Strengthening,,0,14:00,,,71.65247471,0,89,,ASICS Studio quick and dirty core workout,,10/24/2020
10/26/2020 7:22,056f2453-0333-45e5-86d9-91cd5092ce9c,Running,,3.06,27:22:00,8:57,6.7,298,164,134,,Legs felt heavy,2020-10-26-072202.gpx,10/26/2020
10/27/2020 7:11,a3cb490f-3e6a-4147-9619-0ff2ec4b264a,Running,,3.02,26:13:00,8:41,6.92,322,163,144,,Started heavy but felt better as muscles loosened up,2020-10-27-071109.gpx,10/27/2020
10/28/2020 7:19,eabb014e-2807-47bb-9d3a-db2eb35a7e87,Running,,3.18,26:41:00,8:23,7.16,277,472,152,,,2020-10-28-071951.gpx,10/28/2020
10/29/2020 7:50,dfd6e20e-895d-46b9-aa01-b5ecae5e95ea,Running,,4.01,34:35:00,8:38,6.95,362,459,150,,,2020-10-29-075045.gpx,10/29/2020
10/31/2020 10:08,8b21be83-8f8c-4b8a-85d3-d1daadbb0f28,Other,,0,19:36,,,111,0,107,,,,10/31/2020
10/31/2020 10:33,1983c301-ff3a-4c97-8ee2-225570d47749,Yoga,,0,14:24,,,47,0,82,,,,10/31/2020
11/1/2020 8:40,ea8df06a-c224-475f-83bd-769fa4b5da79,Yoga,,0,20:01,,,43,0,67,,,,11/1/2020
11/2/2020 7:09,a16cf581-4c84-40cf-9263-1e0cfe3f16dc,Running,,3.03,27:11:00,8:58,6.69,326,181,136,,DOMS in glutes from squats 2 days ago and first day to have to run in my winter gear again,2020-11-02-070937.gpx,11/2/2020
11/3/2020 7:02,ca8564fe-cc72-40e5-b18e-613dee9eb41e,Running,,3.54,30:05:00,8:30,7.06,368,150,148,,Congested in the morning. Unable to breathe well during 200m repeats ,2020-11-03-070212.gpx,11/3/2020
11/4/2020 7:09,b5bae2a2-75fd-42fc-8a15-7ac152d2d071,Running,,3.01,25:57:00,8:38,6.95,274,462,152,,,2020-11-04-070955.gpx,11/4/2020
11/5/2020 7:21,bc594f4c-0e8f-4152-9ac9-4d75c742010c,Running,,3.15,26:02:00,8:16,7.25,265,492,148,,,2020-11-05-072144.gpx,11/5/2020
11/7/2020 8:22,5f17e3be-8dbb-4812-83f8-7b7b01ce93fd,Other,,0,25:38:00,,,156,0,108,,,,11/7/2020
11/7/2020 8:51,634af024-7940-402a-a583-ad55f16a2c9d,Yoga,,0,16:58,,,57,0,84,,,,11/7/2020
11/9/2020 7:14,a1ee1a39-2d0f-4ad3-9888-7caac0030b10,Running,,3.03,26:29:00,8:44,6.87,230,111,134,,,2020-11-09-071409.gpx,11/9/2020
11/10/2020 7:07,8618e648-61b5-40c6-a892-3700020114f3,Running,,3.01,26:00:00,8:38,6.94,256,508,144,,,2020-11-10-070731.gpx,11/10/2020
11/11/2020 7:32,e0bf652f-fbe1-464f-bb00-bdd5046c808a,Running,,4.01,34:29:00,8:36,6.98,356,360,148,,,2020-11-11-073255.gpx,11/11/2020
11/12/2020 8:09,9dbb17a1-0f02-40d8-9d51-b1e78347cdc3,Running,,3.74,31:02:00,8:18,7.23,332,291,153,,,2020-11-12-080900.gpx,11/12/2020
11/14/2020 8:38,8d21e461-fad6-4104-b8e4-afe49f173b8b,Other,,0,20:35,,,106,0,103,,,,11/14/2020
11/16/2020 7:34,404a02bd-8924-4ec0-b013-e794f4db1185,Running,,3.15,26:33:00,8:25,7.13,251,160,138,,,2020-11-16-073435.gpx,11/16/2020
11/17/2020 7:16,db9af6d9-2108-4026-a610-b86277a10715,Running,,3.02,26:35:00,8:48,6.81,260,426,141,,,2020-11-17-071623.gpx,11/17/2020
11/18/2020 7:16,ac7197c9-82a2-4946-ae0c-eb3934444987,Running,,3.38,28:49:00,8:31,7.04,329,259,157,,,2020-11-18-071650.gpx,11/18/2020
11/19/2020 7:20,4a4688bc-9e7b-4678-9147-aad92bcaff03,Running,,3.71,31:08:00,8:24,7.14,328,42,151,,,2020-11-19-072028.gpx,11/19/2020
11/21/2020 8:37,a45de1e7-858d-4dd1-a339-72a05e2802ee,Other,,0,27:18:00,,,151,0,110,,,,11/21/2020
11/23/2020 7:18,79f0b7de-2049-41b6-ad5c-17975b0067ab,Running,,3.03,26:07:00,8:36,6.97,242,124,136,,,2020-11-23-071824.gpx,11/23/2020
11/24/2020 7:16,832a670d-5dc7-4a99-a42c-e8e9f0b210bd,Running,,3.13,26:49:00,8:34,7.01,329,143,145,,,2020-11-24-071654.gpx,11/24/2020
11/25/2020 7:20,eab668bd-0e43-4b76-a857-b5776de44b90,Running,,3.33,27:38:00,8:18,7.22,288,574,148,,,2020-11-25-072056.gpx,11/25/2020
11/26/2020 8:03,46ce52d4-8f08-4069-9df5-4e3f85e0fde3,Running,,3.65,31:29:00,8:38,6.95,324,587,149,,,2020-11-26-080356.gpx,11/26/2020
11/30/2020 7:42,77155f2a-4842-4f96-8cbf-e7f2d9f1b576,Running,,3.01,26:54:00,8:56,6.72,275,121,145,,,2020-11-30-074221.gpx,11/30/2020
12/1/2020 7:31,80af9aba-5997-4695-88cc-771bf638fe17,Running,,3.01,27:10:00,9:01,6.65,320,168,140,,Just wasn’t feeling it today,2020-12-01-073121.gpx,12/1/2020
12/2/2020 7:18,894ba7ff-35ac-43e5-b53c-a31ce1deb4e7,Running,,3.1,27:20:00,8:50,6.8,280,98,143,,,2020-12-02-071858.gpx,12/2/2020
12/3/2020 7:39,58fb6355-9fd6-41bf-a682-66ca6a5feb67,Running,,3.77,32:16:00,8:33,7.01,354,26,156,,,2020-12-03-073951.gpx,12/3/2020
12/5/2020 8:36,b783141c-ff25-4b5b-b1f6-457ec5391b72,Other,,0,27:28:00,,,116,0,92,,,,12/5/2020
12/7/2020 7:26,3d20ac03-ac8b-488c-a2be-2d6359e42e52,Running,,3.03,26:48:00,8:51,6.78,259,124,140,,,2020-12-07-072658.gpx,12/7/2020
12/8/2020 7:26,a712cc5c-735a-4406-9803-06bd95c05d2c,Running,,3.39,30:16:00,8:55,6.72,305,29,145,,,2020-12-08-072649.gpx,12/8/2020
12/9/2020 7:29,b44215c7-0cdd-468f-a520-a3478e62b373,Running,,3.02,26:29:00,8:46,6.84,271,62,144,,,2020-12-09-072944.gpx,12/9/2020
12/10/2020 7:37,93849f6f-f8a0-497a-b409-48d9a3565dec,Running,,4.2,36:47:00,8:45,6.86,350,157,140,,,2020-12-10-073722.gpx,12/10/2020
12/12/2020 8:22,3214d017-b39f-4168-91d5-79fdb5bb9cec,Other,,0,28:22:00,,,145,0,101,,,,12/12/2020
12/14/2020 7:24,db8d5563-3ca8-4900-85a2-affed20ce7fc,Running,,3.03,26:23:00,8:43,6.89,191,127,120,,,2020-12-14-072401.gpx,12/14/2020
12/15/2020 7:27,82e1a4a0-a310-4851-9b68-0b06c8bb8e0e,Running,,3.32,28:27:00,8:34,7,289,45,147,,,2020-12-15-072749.gpx,12/15/2020
12/16/2020 7:23,5fd92d5e-3a17-4bff-a1bd-84e994b5806c,Running,,3.04,26:46:00,8:48,6.82,266,36,141,,,2020-12-16-072324.gpx,12/16/2020
12/17/2020 7:35,fea9a488-a63c-4dc2-937b-700133e6335a,Running,,4.2,37:39:00,8:58,6.7,388,173,147,,,2020-12-17-073548.gpx,12/17/2020
12/19/2020 9:19,f68da612-6b50-450d-ac41-788e9a339119,Other,,0,29:14:00,,,141,0,90,,,,12/19/2020
12/19/2020 9:57,c0626e69-1846-4fcb-bab8-cae17ebedcd1,Yoga,,0,6:19,,,16,0,74,,,,12/19/2020
12/21/2020 7:28,316266b2-2400-4a58-b4e4-fdd11b2c5e18,Running,,3.01,26:37:00,8:51,6.78,244,141,135,,,2020-12-21-072813.gpx,12/21/2020
12/22/2020 7:14,d8737b19-de69-41df-b679-a0b7e1afedb7,Running,,3,25:40:00,8:33,7.02,270,127,148,,,2020-12-22-071414.gpx,12/22/2020
12/23/2020 7:22,32708fb5-3475-4ffc-a603-d272ddac1f60,Running,,3.58,31:02:00,8:39,6.93,324,32,145,,,2020-12-23-072241.gpx,12/23/2020
12/24/2020 8:18,f6ba588d-613e-498f-8524-1bfdf28c5e1c,Running,,3.01,26:35:00,8:49,6.8,270,95,144,,,2020-12-24-081850.gpx,12/24/2020
12/28/2020 7:18,29bdf3ea-c2d2-415a-b0a4-05f1a58ab0ec,Running,,3.01,27:34:00,9:10,6.55,322,165,132,,Oof post Christmas heavy running,2020-12-28-071826.gpx,12/28/2020
12/29/2020 7:27,c9ed806b-9cc7-4374-aba4-442476511eda,Running,,3.08,27:21:00,8:53,6.75,276,55,141,,,2020-12-29-072701.gpx,12/29/2020
12/30/2020 7:26,3ac010b2-9879-491a-814e-4e4ca25b438e,Running,,3.28,28:41:00,8:44,6.87,300,36,146,,,2020-12-30-072633.gpx,12/30/2020
12/31/2020 7:40,6c57a6ed-708f-4888-94ec-f0b9152c2fd2,Running,,4.41,37:24:00,8:29,7.07,384,160,146,,,2020-12-31-074035.gpx,12/31/2020
